,term,weight
0,00,0.0037512239397203785
1,00am,0.0004806173604672827
2,08,0.0014999318124164773
3,100,0.0008232397236930265
4,1040,0.0012474811428631507
5,10pc,0.0012070988851292624
6,10pm,0.0008232397236930265
7,11,0.0037921760936416426
8,110,0.001156665748815698
9,11974,0.0005911576400362194
10,11pm,0.0020798041271537847
11,12,0.00786427098467012
12,12mb,0.0009172261935045189
13,12th,0.0008621930657770646
14,14,0.003982286332583393
15,15,0.012192681318733016
16,16,0.0009200796581545873
17,16th,0.0017377335855653744
18,18,0.0007633010775308452
19,183,0.0007587254187041022
20,19,0.0015519834669224125
21,1am,0.0030285334586665556
22,1or,0.0009754888119488499
23,1pm,0.0014403699738225959
24,1st,0.0032074909074142643
25,20,0.00853328679630842
26,2006,0.0005913906799400393
27,2011,0.0006331942856038135
28,2016,0.0007690614659933058
29,2018,0.001560484213975677
30,20min,0.0015629834425424669
31,210am,0.0008290222765930799
32,23,0.0007690614659933058
33,24,0.0039526063185323645
34,240,0.0005911576400362194
35,25,0.002594665086623954
36,27,0.0008232397236930265
37,28th,0.0011948609521114267
38,2kfc,0.0006166464643213521
39,2nd,0.003609144899639291
40,2x10piece,0.0010726477053559003
41,30,0.010634047523326445
42,30am,0.0010131288471156527
43,30pm,0.0014832344248930215
44,324,0.0005665696766404524
45,32714,0.0005911576400362194
46,366,0.0005665696766404524
47,37,0.0006856009620261045
48,3rd,0.002163390304764438
49,40,0.0016229042775796113
50,434,0.0005911576400362194
51,44,0.0006686788799456679
52,45,0.0005665696766404524
53,45min,0.0006166464643213521
54,4am,0.00107061686093713
55,4th,0.0005473050486629867
56,50,0.002180818091985166
57,53,0.0008290222765930799
58,59,0.002047994941644057
59,60,0.001113746172454796
60,6am,0.0008593340882426242
61,6piece,0.0012824832130256805
62,70,0.0009877479634123455
63,71,0.0007255706085469697
64,89,0.0009063488965318287
65,90,0.001039931233053273
66,90th,0.0004806173604672827
67,95,0.000638081641147902
68,99,0.0008726704859633033
69,able,0.004212993161534201
70,absolute,0.004247459124484018
71,absolutely,0.0017046460342364498
72,accept,0.0020757912201178
73,acceptable,0.0012571263785254988
74,access,0.0005214478339349255
75,accessible,0.0007587254187041022
76,accidentally,0.0017407867620931644
77,accommodation,0.001170888922568338
78,accounting,0.0007777121852000096
79,accurate,0.0009259555209029616
80,accused,0.001151053301796113
81,ache,0.0015090938640431892
82,acknowledge,0.001105136421590122
83,acknowledged,0.0007650048349243125
84,acknowledging,0.0010098846674438044
85,act,0.003560405706705708
86,acted,0.001316795369751205
87,action,0.0006856009620261045
88,activity,0.0005214478339349255
89,actual,0.0013939755777663998
90,actually,0.008685868914357214
91,ad,0.0022049495630289883
